230.034,0.18792
229.872,0.21128
229.71,0.23597
229.548,0.26095
229.386,0.28548
229.223,0.308
229.06,0.32781
228.897,0.34564
228.733,0.35911
228.568,0.37079
228.403,0.38072
228.238,0.38949
228.073,0.39686
227.907,0.40318
227.742,0.4088
227.576,0.41394
227.41,0.41801
227.244,0.42166
227.078,0.42479
226.912,0.42759
226.746,0.4297
226.579,0.43153
226.413,0.4332
226.247,0.4347
226.08,0.43574
225.914,0.43668
225.747,0.43758
225.581,0.43839
225.414,0.43889
225.248,0.43938
225.081,0.43977
224.914,0.44016
224.748,0.44034
224.581,0.44056
224.415,0.44075
224.248,0.44091
224.081,0.44091
223.915,0.44095
223.748,0.44097
223.581,0.44098
223.415,0.44089
223.248,0.44083
223.081,0.44076
222.915,0.44068
222.748,0.44057
222.581,0.44046
222.415,0.44035
222.248,0.44023
222.081,0.44009
221.915,0.43995
221.748,0.43981
221.581,0.43967
221.415,0.43951
221.248,0.43935
221.081,0.43918
220.914,0.43901
220.748,0.43883
220.581,0.43866
220.414,0.43848
220.248,0.4383
220.081,0.43811
219.914,0.43793
219.748,0.43775
219.581,0.43756
219.414,0.43737
219.248,0.43717
219.081,0.43698
218.914,0.43679
218.748,0.4366
218.581,0.43642
218.414,0.43624
218.247,0.43606
218.081,0.43589
217.914,0.43571
217.747,0.43553
217.581,0.43535
217.414,0.43516
217.247,0.43498
217.081,0.43479
216.914,0.4346
216.747,0.43442
216.581,0.43423
216.414,0.43405
216.247,0.43386
216.08,0.43367
215.914,0.43348
215.747,0.43329
215.58,0.43311
215.414,0.43291
215.247,0.43272
215.08,0.43254
214.914,0.43235
214.747,0.43217
214.58,0.43198
214.414,0.43179
214.247,0.4316
214.08,0.43142
213.914,0.43124
213.747,0.43107
213.58,0.43089
213.413,0.43074
213.247,0.43057
213.08,0.43039
212.913,0.43022
212.747,0.43005
212.58,0.42987
212.413,0.42969
212.247,0.42952
212.08,0.42934
211.913,0.42917
211.747,0.429
211.58,0.42882
211.413,0.42864
211.247,0.42847
211.08,0.42829
210.913,0.42811
210.746,0.42793
210.58,0.42775
210.413,0.42757
210.246,0.42739
210.08,0.42721
209.913,0.42702
209.746,0.42683
209.58,0.42664
209.413,0.42644
209.246,0.42626
209.08,0.42607
208.913,0.42589
208.746,0.42572
208.579,0.42554
208.413,0.42536
208.246,0.42518
208.079,0.425
207.913,0.42482
207.746,0.42463
207.579,0.42445
207.413,0.42427
207.246,0.42409
207.079,0.4239
206.913,0.42372
206.746,0.42353
206.579,0.42335
206.413,0.42317
206.246,0.42298
206.079,0.42281
205.912,0.42263
205.746,0.42245
205.579,0.42228
205.412,0.4221
205.246,0.42193
205.079,0.42176
204.912,0.42158
204.746,0.4214
204.579,0.42122
204.412,0.42104
204.246,0.42087
204.079,0.42069
203.912,0.42052
203.746,0.42035
203.579,0.42017
203.412,0.42001
203.245,0.41985
203.079,0.41968
202.912,0.41951
202.745,0.41935
202.579,0.41918
202.412,0.41901
202.245,0.41885
202.079,0.41868
201.912,0.41852
201.745,0.41835
201.579,0.41819
201.412,0.41803
201.245,0.41786
201.079,0.4177
200.912,0.41753
200.745,0.41737
200.578,0.4172
200.412,0.41703
200.245,0.41685
200.078,0.41667
199.912,0.4165
199.745,0.41633
199.578,0.41617
199.412,0.41601
199.245,0.41584
199.078,0.41567
198.912,0.41549
198.745,0.41532
198.578,0.41515
198.411,0.41497
198.245,0.4148
198.078,0.41462
197.911,0.41445
197.745,0.41428
197.578,0.41411
197.411,0.41395
197.245,0.41378
197.078,0.41361
196.911,0.41344
196.745,0.41327
196.578,0.41309
196.411,0.41292
196.245,0.41275
196.078,0.41259
195.911,0.41242
195.745,0.41226
195.578,0.4121
195.411,0.41194
195.244,0.41178
195.078,0.41162
194.911,0.41146
194.744,0.41129
194.578,0.41113
194.411,0.41097
194.244,0.41082
194.078,0.41066
193.911,0.41051
193.744,0.41035
193.578,0.41019
193.411,0.41004
193.244,0.4099
193.078,0.40975
192.911,0.4096
192.744,0.40946
192.577,0.40931
192.411,0.40917
192.244,0.40903
192.077,0.40888
191.911,0.40873
191.744,0.40857
191.577,0.40841
191.411,0.40825
191.244,0.4081
191.077,0.40795
190.911,0.40781
190.744,0.40767
190.577,0.40752
190.411,0.40737
190.244,0.40723
190.077,0.40708
189.911,0.40694
189.744,0.4068
189.577,0.40665
189.41,0.40652
189.244,0.40637
189.077,0.40623
188.91,0.40608
188.744,0.40594
188.577,0.4058
188.41,0.40565
188.244,0.40551
188.077,0.40538
187.91,0.40524
187.744,0.4051
187.577,0.40497
187.41,0.40483
187.244,0.40468
187.077,0.40454
186.91,0.4044
186.744,0.40424
186.577,0.4041
186.41,0.40395
186.243,0.40381
186.077,0.40366
185.91,0.40352
185.743,0.40338
185.577,0.40325
185.41,0.40311
185.243,0.40298
185.077,0.40284
184.91,0.40271
184.743,0.40257
184.577,0.40243
184.41,0.4023
184.243,0.40217
184.077,0.40203
183.91,0.4019
183.743,0.40178
183.577,0.40165
183.41,0.40153
183.243,0.4014
183.077,0.40127
182.91,0.40113
182.743,0.401
182.576,0.40087
182.41,0.40074
182.243,0.40062
182.076,0.4005
181.91,0.40038
181.743,0.40026
181.576,0.40014
181.41,0.40001
181.243,0.39989
181.076,0.39977
180.91,0.39964
180.743,0.39952
180.576,0.39939
180.41,0.39926
180.243,0.39913
180.076,0.39899
179.91,0.39886
179.743,0.39873
179.576,0.39859
179.41,0.39846
179.243,0.39833
179.076,0.39819
178.91,0.39806
178.743,0.39794
178.576,0.39781
178.409,0.39769
178.243,0.39756
178.076,0.39744
177.909,0.39732
177.743,0.39721
177.576,0.3971
177.409,0.39699
177.243,0.39688
177.076,0.39677
176.909,0.39665
176.743,0.39654
176.576,0.39643
176.409,0.39632
176.243,0.39621
176.076,0.3961
175.909,0.39599
175.743,0.39588
175.576,0.39576
175.409,0.39564
175.243,0.39553
175.076,0.39541
174.909,0.3953
174.743,0.39518
174.576,0.39506
174.409,0.39494
174.243,0.39483
174.076,0.39473
173.909,0.39463
173.742,0.39452
173.576,0.39441
173.409,0.39432
173.242,0.39422
173.076,0.39411
172.909,0.39401
172.742,0.39389
172.576,0.39378
172.409,0.39366
172.242,0.39354
172.076,0.39342
171.909,0.39329
171.742,0.39317
171.576,0.39304
171.409,0.39292
171.242,0.39279
171.076,0.39267
170.909,0.39254
170.742,0.39242
170.576,0.3923
170.409,0.39218
170.242,0.39206
170.076,0.39194
169.909,0.39182
169.742,0.39169
169.576,0.39156
169.409,0.39143
169.242,0.39131
169.075,0.39119
168.909,0.39107
168.742,0.39095
168.575,0.39083
168.409,0.39071
168.242,0.3906
168.075,0.39049
167.909,0.39038
167.742,0.39027
167.575,0.39016
167.409,0.39004
167.242,0.38992
167.075,0.3898
166.909,0.38968
166.742,0.38954
166.575,0.38942
166.409,0.3893
166.242,0.38918
166.075,0.38907
165.909,0.38895
165.742,0.38884
165.575,0.38872
165.408,0.38861
165.242,0.3885
165.075,0.38839
164.908,0.38828
164.742,0.38817
164.575,0.38806
164.408,0.38796
164.242,0.38785
164.075,0.38775
163.908,0.38764
163.742,0.38754
163.575,0.38743
163.408,0.38733
163.242,0.38722
163.075,0.38712
162.908,0.38701
162.742,0.3869
162.575,0.3868
162.408,0.38669
162.242,0.38659
162.075,0.38647
161.908,0.38636
161.742,0.38625
161.575,0.38614
161.408,0.38603
161.242,0.38592
161.075,0.38581
160.908,0.3857
160.742,0.38559
160.575,0.38548
160.408,0.38537
160.241,0.38527
160.075,0.38515
159.908,0.38505
159.741,0.38494
159.575,0.38483
159.408,0.38472
159.241,0.38461
159.075,0.38451
158.908,0.3844
158.741,0.38429
158.575,0.38418
158.408,0.38407
158.241,0.38396
158.075,0.38386
157.908,0.38375
157.741,0.38365
157.575,0.38354
