49.9869,-0.06218
50.15,-0.07922
50.3136,-0.09391
50.4773,-0.10812
50.6409,-0.12267
50.8044,-0.13761
50.9679,-0.15276
51.1314,-0.1678
51.2951,-0.18176
51.4592,-0.19408
51.6237,-0.20454
51.7884,-0.2137
51.9537,-0.22027
52.1193,-0.22578
52.2849,-0.23056
52.4507,-0.23486
52.6167,-0.23821
52.7827,-0.24124
52.9488,-0.24386
53.115,-0.24636
53.2812,-0.24838
53.4475,-0.2503
53.6138,-0.25196
53.7802,-0.25333
53.9466,-0.25446
54.1131,-0.25558
54.2795,-0.2566
54.446,-0.25754
54.6126,-0.25809
54.7791,-0.25875
54.9456,-0.25939
55.1122,-0.25999
55.2788,-0.26038
55.4454,-0.26082
55.612,-0.26125
55.7785,-0.26165
55.9452,-0.26191
56.1118,-0.26222
56.2784,-0.26251
56.445,-0.26278
56.6116,-0.26299
56.7783,-0.26321
56.9449,-0.26342
57.1115,-0.26363
57.2782,-0.26378
57.4448,-0.26394
57.6114,-0.26411
57.7781,-0.26426
57.9447,-0.26439
58.1114,-0.26452
58.278,-0.26465
58.4447,-0.26477
58.6113,-0.26488
58.778,-0.265
58.9446,-0.26511
59.1113,-0.26521
59.2779,-0.26531
59.4446,-0.26541
59.6112,-0.26551
59.7779,-0.26561
59.9445,-0.26571
60.1112,-0.26581
60.2778,-0.26592
60.4445,-0.26601
60.6111,-0.26611
60.7778,-0.26621
60.9445,-0.26631
61.1111,-0.26641
61.2778,-0.26651
61.4444,-0.26661
61.6111,-0.2667
61.7777,-0.2668
61.9444,-0.2669
62.111,-0.26699
62.2777,-0.26709
62.4443,-0.26718
62.611,-0.26726
62.7776,-0.26734
62.9443,-0.26743
63.111,-0.26752
63.2776,-0.2676
63.4443,-0.2677
63.6109,-0.2678
63.7776,-0.26789
63.9442,-0.26799
64.1109,-0.2681
64.2775,-0.2682
64.4442,-0.2683
64.6108,-0.2684
64.7775,-0.26849
64.9441,-0.26859
65.1108,-0.26868
65.2774,-0.26876
65.4441,-0.26886
65.6107,-0.26895
65.7774,-0.26905
65.9441,-0.26916
66.1107,-0.26926
66.2774,-0.26936
66.444,-0.26945
66.6107,-0.26954
66.7773,-0.26964
66.944,-0.26973
67.1106,-0.26982
67.2773,-0.26991
67.4439,-0.27001
67.6106,-0.27011
67.7772,-0.27021
67.9439,-0.27031
68.1105,-0.27041
68.2772,-0.27052
68.4438,-0.27062
68.6105,-0.27073
68.7771,-0.27083
68.9438,-0.27094
69.1104,-0.27105
69.2771,-0.27117
69.4437,-0.27128
69.6104,-0.27139
69.777,-0.2715
69.9437,-0.27162
70.1103,-0.27174
70.277,-0.27185
70.4436,-0.27197
70.6103,-0.27208
70.7769,-0.27219
70.9436,-0.27229
