50,-0.0554933
50.1667,-0.0697935
50.3333,-0.0835337
50.5,-0.0978188
50.6667,-0.113184
50.8333,-0.130955
51,-0.148843
51.1667,-0.166455
51.3333,-0.183333
51.5,-0.197242
51.6667,-0.209238
51.8333,-0.219198
52,-0.227827
52.1667,-0.233928
52.3333,-0.239029
52.5,-0.243461
52.6667,-0.247457
52.8333,-0.250698
53,-0.253664
53.1667,-0.256258
53.3333,-0.258728
53.5,-0.2607
53.6667,-0.262572
53.8333,-0.264217
54,-0.265688
54.1667,-0.266746
54.3333,-0.26772
54.5,-0.268654
54.6667,-0.269615
54.8333,-0.270398
55,-0.271177
55.1667,-0.271932
55.3333,-0.272714
55.5,-0.273158
55.6667,-0.273698
55.8333,-0.274229
56,-0.274735
56.1667,-0.275104
56.3333,-0.275493
56.5,-0.27586
56.6667,-0.276207
56.8333,-0.276459
57,-0.276745
57.1667,-0.277021
57.3333,-0.277286
57.5,-0.277501
57.6667,-0.277729
57.8333,-0.277956
58,-0.278181
58.1667,-0.278387
58.3333,-0.278605
58.5,-0.27882
58.6667,-0.279032
58.8333,-0.279248
59,-0.279477
59.1667,-0.279726
59.3333,-0.279982
59.5,-0.280239
59.6667,-0.2805
59.8333,-0.280781
60,-0.281075
60.1667,-0.281371
60.3333,-0.281662
60.5,-0.281911
60.6667,-0.282127
60.8333,-0.282323
61,-0.282438
61.1667,-0.28257
61.3333,-0.282688
61.5,-0.282788
61.6667,-0.282801
61.8333,-0.282832
62,-0.282856
62.1667,-0.282871
62.3333,-0.282833
62.5,-0.282833
62.6667,-0.282853
62.8333,-0.282887
63,-0.282985
63.1667,-0.283094
63.3333,-0.283234
63.5,-0.283393
63.6667,-0.283649
63.8333,-0.283868
64,-0.284084
64.1667,-0.284301
64.3333,-0.284516
64.5,-0.284711
64.6667,-0.284887
64.8333,-0.285052
65,-0.285167
65.1667,-0.285295
65.3333,-0.285417
65.5,-0.285532
65.6667,-0.285604
65.8333,-0.285679
66,-0.285748
66.1667,-0.285819
66.3333,-0.285915
66.5,-0.286075
66.6667,-0.286281
66.8333,-0.286511
67,-0.286863
67.1667,-0.287153
67.3333,-0.287429
67.5,-0.287699
67.6667,-0.287933
67.8333,-0.288141
68,-0.288337
68.1667,-0.288527
68.3333,-0.288633
68.5,-0.28877
68.6667,-0.288902
68.8333,-0.289025
69,-0.289119
69.1667,-0.289206
69.3333,-0.289283
69.5,-0.289355
69.6667,-0.289387
69.8333,-0.289449
70,-0.289519
70.1667,-0.289587
70.3333,-0.289665
70.5,-0.289731
70.6667,-0.289793
70.8333,-0.289853
71,-0.289901
71.1667,-0.289959
71.3333,-0.290022
71.5,-0.290084
71.6667,-0.290147
71.8333,-0.29023
72,-0.290314
72.1667,-0.290412
72.3333,-0.290525
72.5,-0.290674
72.6667,-0.290823
72.8333,-0.290984
73,-0.291152
73.1667,-0.291369
73.3333,-0.291571
73.5,-0.29178
73.6667,-0.291998
73.8333,-0.292229
74,-0.292435
74.1667,-0.292628
74.3333,-0.292814
74.5,-0.292979
74.6667,-0.293151
74.8333,-0.293319
75,-0.29348
75.1667,-0.293605
75.3333,-0.293725
75.5,-0.293831
75.6667,-0.293928
75.8333,-0.293979
76,-0.294055
76.1667,-0.294156
76.3333,-0.29428
76.5,-0.294455
76.6667,-0.294624
76.8333,-0.294786
77,-0.294945
77.1667,-0.295172
77.3333,-0.295379
77.5,-0.2956
77.6667,-0.295835
77.8333,-0.296068
78,-0.296296
78.1667,-0.29654
78.3333,-0.296803
78.5,-0.29713
78.6667,-0.297466
78.8333,-0.297812
79,-0.298164
79.1667,-0.298579
79.3333,-0.298943
79.5,-0.299285
79.6667,-0.299616
79.8333,-0.299872
80,-0.300115
80.1667,-0.300324
80.3333,-0.300509
80.5,-0.300566
80.6667,-0.300631
80.8333,-0.300668
81,-0.300688
81.1667,-0.300605
81.3333,-0.300557
81.5,-0.300501
81.6667,-0.300437
